time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
6.79644,0.0851434,1.34598,10.1428
6.80647,0.0133177,1.41227,10.1609
6.81651,-0.035015,1.44819,10.0969
6.82655,0.0107739,1.44549,10.0854
6.83659,-0.0345661,1.36199,10.1565
6.84663,-0.0160111,1.32219,10.2441
6.85667,0.0330697,1.32878,10.1131
6.86671,-0.101005,1.30259,9.74689
6.87675,-0.307055,1.38115,9.62225
6.88679,-0.432301,1.53497,9.72789
6.89683,-0.428859,1.66905,9.77278
6.90686,-0.24705,1.832,9.68614
6.9169,0.0215477,1.88049,9.58753
6.92694,0.108187,1.96862,9.68719
6.93698,0.129436,1.94513,9.74016
6.94702,0.119111,1.89485,9.54309
6.95706,0.0995085,1.89979,9.23319
6.9671,0.0466867,1.86777,9.04869
6.97714,-0.0139162,1.83081,8.85087
6.98718,-0.0980121,1.76886,8.53933
6.99722,-0.150684,1.67878,8.29183
7.00726,-0.154575,1.59663,8.23915
7.01729,-0.170137,1.61653,8.06797
7.02733,-0.140958,1.65708,7.80596
7.03737,-0.0686833,1.66995,7.53107
7.04741,-0.00508765,1.61967,7.23988
7.05745,0.0541685,1.54171,7.03847
7.06749,0.110282,1.55652,6.74877
7.07753,0.0855923,1.63553,6.35702
7.08757,0.0562635,1.49637,6.17087
7.09761,0.108487,1.36828,6.02213
7.10765,0.108337,1.34733,5.69907
7.11768,0.0260368,1.28852,5.44484
7.12772,-0.00628475,1.26997,5.32991
7.13776,-0.0466867,1.16926,5.13389
7.1478,-0.167743,1.11824,4.94834
7.15784,-0.150834,1.0702,4.82489
7.16788,-0.0231937,0.771528,4.68992
7.17792,0.0483327,0.684738,4.51724
7.18796,0.141257,0.827043,4.15227
7.198,-0.0182557,0.913683,3.90043
7.20804,-0.490061,1.29032,4.10933
7.21808,-1.32129,1.84727,5.00505
7.22811,-2.40167,2.14729,6.39802
7.23815,-3.14267,2.04658,7.74026
7.24819,-2.70484,1.71723,8.37308
7.25823,-1.85969,1.1947,8.10717
7.26827,-1.13096,0.448312,7.74879
7.27831,-0.564879,-0.237923,7.63193
7.28835,-0.289547,-0.677256,7.61382
7.29839,-0.180312,-0.625033,7.96981
7.30843,-0.582985,-0.163553,8.00901
7.31847,-1.02516,0.388008,8.29183
7.3285,-0.810283,0.82016,9.19863
7.33854,-0.378581,0.822404,10.0432
7.34858,-0.0210988,0.484823,10.7963
7.35862,0.221612,-0.106541,11.3271
7.36866,0.998377,-0.738907,11.4908
7.3787,0.998377,-0.738907,11.4908
7.38874,1.88258,-1.18707,11.7148
7.39878,2.20011,-1.35017,12.4377
7.40882,1.48425,-1.37935,15.3864
7.41886,1.48425,-1.37935,15.3864
7.4289,1.6493,-1.49502,16.4129
7.43893,2.2031,-1.59453,16.9097
7.44897,2.7415,-1.57134,17.4403
7.45901,2.92824,-1.296,17.7801
7.46905,3.0267,-1.09654,18.0902
7.47909,2.92555,-0.639398,18.0862
7.48913,2.76245,-0.322767,17.6565
7.49917,2.79282,-0.293737,17.1373
7.50921,2.81108,-0.393096,15.6176
7.51925,2.81108,-0.393096,15.6176
7.52929,2.84953,-0.546174,14.8823
7.53932,2.7587,-0.675461,14.1232
7.54936,2.70678,-0.709129,13.205
7.5594,2.60563,-0.689676,12.1399
7.56944,2.46841,-0.668727,11.4635
7.57948,2.32476,-0.578047,10.8834
7.58952,2.26386,-0.580591,10.335
7.59956,2.36217,-0.641044,10.0908
7.6096,2.4729,-0.64703,9.78161
7.61964,2.41693,-0.735615,9.45121
7.62968,2.21777,-0.835572,9.21105
7.63972,2.00049,-0.867894,8.99796
7.64975,1.81539,-0.837517,8.86449
7.65979,1.59797,-0.748035,8.75959
7.66983,1.37307,-0.672019,8.63375
7.67987,1.20233,-0.736961,8.69644
7.68991,1.15849,-0.704041,8.78653
7.69995,1.26443,-0.702844,8.92614
7.70999,1.35302,-0.707034,9.01727
7.72003,1.48559,-0.707184,9.23798
7.73007,1.68745,-0.777214,9.64649
7.74011,1.80447,-0.795619,9.98901
7.75014,1.78621,-0.850237,10.1333
7.76018,1.76691,-0.976829,10.1321
7.77022,1.71214,-1.00032,9.99005
7.78026,1.55473,-0.991643,9.90162
7.7903,1.41003,-0.953187,9.93364
7.80034,1.37801,-0.913383,9.97853
7.81038,1.40539,-0.897073,9.96596
7.82042,1.44025,-0.925354,9.96836
7.83046,1.56864,-0.963362,9.96342
7.8405,1.76691,-0.945705,9.98257
7.85054,1.88542,-0.890489,9.98661
7.86057,1.895,-0.875974,9.98422
7.87061,1.90473,-0.879865,9.87708
7.88065,1.94109,-0.856521,9.71457
7.89069,2.02114,-0.905303,9.71173
7.90073,2.06978,-0.877171,9.6438
7.91077,2.07546,-0.788586,9.56449
7.92081,2.06963,-0.730228,9.59037
7.93085,2.09851,-0.674264,9.59905
7.94089,2.13083,-0.628175,9.56149
7.95093,2.16375,-0.636405,9.54414
7.96096,2.15088,-0.622639,9.62135
7.971,2.09641,-0.602588,9.68495
7.98104,2.06604,-0.601989,9.7674
7.99108,2.08354,-0.555452,9.92661
8.00112,2.06933,-0.50667,10.2386
8.01116,2.04688,-0.45729,10.6
8.0212,2.02952,-0.444721,10.8297
8.03124,2.03566,-0.471506,10.9932
8.04128,2.02863,-0.513404,11.3052
8.05132,2.00184,-0.505024,11.6186
8.06136,1.91909,-0.492904,11.9615
8.07139,1.87211,-0.491557,12.537
8.08143,1.85654,-0.37484,12.7706
8.09147,1.83859,-0.296131,12.9339
8.10151,1.89036,-0.248996,13.2473
8.11155,1.8745,-0.286854,13.4715
8.12159,1.62057,-0.465071,13.6512
8.13163,1.41003,-0.677107,13.8071
8.14167,1.37875,-0.854576,14.0077
8.15171,1.42769,-1.0515,14.4519
8.16175,1.52211,-1.35481,15.0297
8.17178,1.72157,-1.49203,15.3723
8.18182,1.9155,-1.67444,15.7756
8.19186,2.06394,-1.87151,15.8213
8.2019,2.20595,-2.30276,15.8468
8.21194,2.33793,-2.51839,16.6582
8.22198,2.46003,-2.18934,17.4987
8.23202,2.63241,-1.96009,17.5689
8.24206,2.76185,-2.01291,17.295
8.2521,2.86285,-2.02803,17.2073
8.26214,2.93617,-1.99032,17.0354
8.27218,2.78564,-2.29034,15.8581
8.28221,2.45554,-2.72833,13.8429
8.29225,2.286,-3.14552,12.0845
8.30229,2.38192,-3.17739,11.1114
8.31233,2.35873,-2.5145,10.3959
8.32237,1.85415,-1.96728,9.00559
8.33241,1.24049,-1.84742,7.17284
8.34245,0.933285,-1.79893,5.8502
8.35249,0.894529,-1.53767,4.69486
8.36253,0.871784,-1.17375,3.56585
8.37257,0.702994,-1.00661,3.09644
8.3826,0.432301,-0.792776,3.09464
8.39264,0.237324,-0.530612,3.18083
8.40268,0.220415,-0.364515,3.34932
8.41272,0.000897821,0.141257,3.05543
8.42276,-0.260368,0.732472,2.53245
8.4328,-0.0181061,0.962614,2.20116
8.44284,0.215776,1.14173,2.06409
8.45288,0.055216,1.40479,2.11302
8.46292,-0.11956,1.56864,2.13442
8.47296,-0.265456,1.67219,2.2851
8.483,-0.482728,1.79759,2.90011
8.49303,-0.794572,2.11946,3.68211
8.50307,-1.2978,2.43055,4.31598
8.51311,-1.83634,2.52333,4.81965
8.52315,-2.10793,2.39658,5.50918
8.53319,-2.27897,2.23887,6.29028
8.54323,-2.19113,2.14864,6.75925
8.55327,-1.89111,1.98837,7.28746
8.56331,-1.45028,1.87181,7.82182
8.57335,-0.875824,1.87226,8.19082
8.58339,-0.43275,1.96593,8.47109
8.59342,-0.183305,2.15911,8.75091
8.60346,-0.109534,2.19188,8.89187
8.6135,-0.239718,2.25114,8.90564
8.62354,-0.430505,2.53141,9.13488
8.63358,-0.610668,2.89682,9.46917
8.64362,-0.741151,3.12382,9.98991
8.65366,-0.745341,3.2971,10.7336
8.6637,-0.557098,3.46709,10.9736
8.67374,-0.355986,3.42264,11.0427
8.68378,-0.172382,3.04556,10.1686
8.69382,0.00224455,2.82185,9.37205
8.70385,0.147093,2.91612,8.90234
8.71389,0.38307,2.63481,9.11064
8.72393,0.718855,2.61101,9.76904
8.73397,0.703144,3.05319,10.253
8.74401,-0.00448911,3.36758,10.6715
8.75405,-0.703293,3.317,11.3796
8.76409,-0.881361,3.07713,12.1426
8.77413,-0.974884,2.75541,12.8486
8.78417,-0.878668,2.52243,12.394
8.79421,-0.62623,1.84427,12.2068
8.80424,-0.228047,1.53348,12.2244
8.81428,0.160411,1.34494,12.0404
8.82432,0.321121,1.19126,11.9968
8.83436,0.506371,1.34389,11.7414
8.8444,0.528667,1.42409,11.404
8.85444,0.467914,1.40733,11.0317
8.86448,0.340125,1.3991,10.566
8.87452,0.253186,1.42739,10.0089
8.88456,0.274284,1.47273,9.44897
8.8946,0.349701,1.50565,8.91417
8.90464,0.484524,1.45582,8.16838
8.91467,0.571014,1.28972,7.16566
8.92471,0.401176,1.0295,6.0573
8.93475,-0.00778112,0.833477,5.26378
8.94479,-0.398483,0.742049,4.87891
8.95483,-0.557697,0.781553,4.62183
8.96487,-0.624285,0.99284,4.63994
8.97491,-0.596752,1.12946,4.85422
8.98495,-0.463874,1.3816,5.12357
8.99499,-0.397884,1.49233,5.49152
9.00503,-0.432151,1.52884,5.91844
9.01506,-0.307953,1.67728,6.35657
9.0251,0.000748184,1.74701,6.90275
9.03514,0.294186,1.61937,7.3352
9.04518,0.471955,1.4425,7.68026
9.05522,0.612464,1.32488,8.15177
9.06526,0.524477,1.25785,8.75331
9.0753,0.318726,1.44115,9.28317
9.08534,0.0779608,1.75225,9.6631
9.09538,-0.309748,2.11781,10.0881
9.10542,-0.54408,2.58079,10.3637
9.11546,-0.54797,3.08237,10.3172
9.12549,-0.376187,3.44703,10.2823
9.13553,-0.0390552,3.46858,10.1988
9.14557,-0.0390552,3.46858,10.1988
9.15561,-0.0448911,3.14178,9.46483
9.16565,-0.0448911,3.14178,9.46483
9.17569,-0.282365,3.27929,9.17259
9.18573,-0.610818,3.27016,9.25519
9.19577,-0.654362,3.44404,9.53052
9.20581,-0.395341,3.749,9.39315
9.21585,0.165199,3.59323,9.37205
9.22588,0.165199,3.59323,9.37205
9.23592,0.592263,3.53098,9.03732
9.24596,0.592263,3.53098,9.03732
9.256,0.472852,3.37835,8.79042
9.26604,0.124947,3.31505,8.79969
9.27608,-0.25947,3.25041,8.88678
9.28612,-0.550514,3.13594,8.80523
9.29616,-0.617102,2.99857,8.67116
9.3062,-0.496196,2.94665,8.65365
9.31624,-0.417786,2.94859,8.73266
9.32628,-0.381125,2.94051,8.82513
9.33631,-0.382472,2.95907,8.93242
9.34635,-0.446666,2.99753,9.09942
9.35639,-0.515499,3.04361,9.07338
9.36643,-0.643887,2.90804,8.83965
9.37647,-0.816119,2.69092,8.83995
9.38651,-0.858915,2.54906,9.0873
9.39655,-0.849788,2.41678,9.31325
9.40659,-0.870438,2.33703,9.43924
9.41663,-0.782451,2.30306,9.63736
9.42667,-0.559492,2.30156,9.84341
9.4367,-0.42452,2.35469,10.0602
9.44674,-0.377683,2.4518,10.3891
9.45678,-0.241065,2.532,10.652
9.46682,0.0809535,2.55819,10.6531
9.47686,0.344913,2.44477,10.3151
9.4869,0.405665,2.19742,10.1267
9.49694,0.387859,2.09312,10.181
9.50698,0.361074,2.26206,10.4078
9.51702,0.324113,2.47125,10.5814
9.52706,0.268748,2.54637,10.6529
9.5371,0.320223,2.48472,10.5898
9.54713,0.412998,2.26206,10.4325
9.55717,0.49455,2.03117,10.2911
9.56721,0.677855,1.90428,10.1108
9.57725,0.759706,1.85385,9.9504
9.58729,0.680099,1.94648,9.88561
9.59733,0.40791,2.13996,9.89114
9.60737,0.141706,2.34556,9.85837
9.61741,-0.000299274,2.47574,9.77892
9.62745,-0.0776615,2.5329,9.70081
9.63749,-0.136768,2.5347,9.54878
9.64752,-0.132578,2.50537,9.46214
9.65756,-0.0625482,2.46452,9.40363
9.6676,-0.033369,2.38701,9.34482
9.67764,-0.0779608,2.24321,9.30262
9.68768,-0.0906799,2.11991,9.27255
9.69772,-0.0342668,2.01965,9.26925
9.70776,0.0390552,1.94707,9.22751
9.7178,0.0121206,1.86448,9.28871
9.72784,-0.160111,1.84203,9.50194
9.73788,-0.363318,1.88512,9.67492
9.74792,-0.433797,1.93391,9.75303
9.75795,-0.271741,1.96623,9.75378
9.76799,0.016909,1.96907,9.73642
9.77803,0.20186,2.00498,9.74809
9.78807,0.28027,2.08399,9.73702
9.79811,0.249894,2.13232,9.55102
9.80815,0.153527,2.11437,9.38073
9.81819,0.121056,2.13846,9.31265
9.82823,0.118512,2.25293,9.24307
9.83827,0.137816,2.33104,9.17708
9.84831,0.205751,2.38267,9.17199
9.85834,0.314836,2.52243,9.16945
9.86838,0.372296,2.6384,9.06665
9.87842,0.47809,2.68927,8.93571
9.88846,0.590317,2.71755,8.87152
9.8985,0.718706,2.74284,8.90743
9.90854,0.826744,2.79058,8.96295
9.91858,0.895576,2.7798,8.9839
9.92862,0.866996,2.62239,9.0243
9.93866,0.870438,2.42666,9.05153
9.9487,0.897372,2.26071,9.02161
9.95874,0.897671,2.18096,9.05767
9.96877,0.931938,2.2242,9.15119
9.97881,1.05853,2.35723,9.27778
9.98885,1.18423,2.47499,9.27404
9.99889,1.17285,2.49908,9.18336
10.0089,1.06122,2.5534,9.11603
10.019,0.906799,2.58243,9.07802
10.029,0.740852,2.5754,9.19803
10.039,0.581638,2.59425,9.32133
10.0491,0.401027,2.57256,9.38014
10.0591,0.264558,2.51704,9.39585
10.0692,0.223707,2.40571,9.35096
10.0792,0.196772,2.32281,9.30382
10.0892,0.212933,2.34675,9.30951
10.0993,0.277277,2.46631,9.40782
10.1093,0.396238,2.64902,9.48847
10.1194,0.413896,2.76574,9.48668
10.1294,0.33788,2.80599,9.47156
10.1394,0.283412,2.79806,9.52049
10.1495,0.233433,2.83786,9.61043
10.1595,0.243609,2.86824,9.66759
10.1696,0.254532,2.83337,9.71323
10.1796,0.332044,2.81108,9.71876
10.1896,0.471805,2.81946,9.65262
10.1997,0.58523,2.81063,9.63706
10.2097,0.657804,2.8416,9.63227
10.2198,0.610219,2.8208,9.61671
10.2298,0.472104,2.74868,9.62075
10.2398,0.358231,2.72189,9.72625
10.2499,0.289847,2.72997,9.87229
10.2599,0.291642,2.73776,9.93933
10.2699,0.313639,2.71366,9.93768
10.28,0.415392,2.67057,9.94561
10.29,0.534952,2.64588,9.89234
10.3001,0.592263,2.62119,9.76545
10.3101,0.538094,2.58168,9.69707
10.3201,0.443973,2.58707,9.62763
10.3302,0.340424,2.63406,9.59352
10.3402,0.283113,2.68882,9.60444
10.3503,0.23478,2.72025,9.54893
10.3603,0.194977,2.71037,9.4584
10.3703,0.198867,2.71456,9.38522
10.3804,0.145148,2.71845,9.36098
10.3904,0.0553656,2.73761,9.37011
10.4005,-0.00119709,2.75975,9.37146
10.4105,0.055216,2.75945,9.4361
10.4205,0.167593,2.76185,9.60938
10.4306,0.339376,2.79686,9.66489
10.4406,0.603934,2.85702,9.5401
10.4506,0.772425,2.6972,9.06126
10.4607,0.0269346,2.0207,7.49456
10.4707,-1.21475,1.8534,9.48383
10.4808,-1.31321,2.75242,10.8216
10.4908,-0.819262,3.1925,11.1051
10.5008,-0.458936,2.87198,11.0091
10.5109,-0.292091,2.532,11.0137
10.5209,-0.383519,2.49295,10.982
10.531,-0.514003,2.16569,10.247
11.549,-0.325161,1.34344,9.10391
11.559,-0.282514,1.49966,9.03642
11.5691,-0.183904,1.71349,9.09852
11.5791,-0.0495298,1.84592,9.26821
11.5892,0.144998,1.89006,9.50538
11.5992,0.365563,1.9583,9.79762
11.6092,0.660497,2.01785,9.96596
11.6193,0.777214,1.91849,9.97165
11.6293,0.405516,1.60785,9.87528
11.6394,0.0734717,1.37816,9.66205
11.6494,0.245404,1.51522,9.3517
11.6594,0.421677,1.71978,9.23125
11.6695,0.4739,1.80447,9.28392
11.6795,0.461929,1.89859,9.2489
11.6895,0.474498,2.09312,9.17483
11.6996,0.505174,2.24545,9.17049
11.7096,0.505922,2.31383,9.21194
11.7197,0.465969,2.34137,9.39989
11.7297,0.441429,2.31279,9.62569
11.7397,0.439483,2.23213,9.59008
11.7498,0.442027,2.08235,9.51002
11.7598,0.405217,1.84787,9.44882
11.7699,0.263959,1.69299,9.40318
11.7799,0.182856,1.63927,9.49401
11.7899,0.177619,1.56251,9.6628
11.8,0.197521,1.43592,9.71158
11.81,0.300471,1.30169,9.56
11.8201,0.265156,1.32503,9.63302
11.8301,0.239868,1.34389,9.75617
11.8401,0.255131,1.37037,9.61701
11.8502,0.271591,1.39716,9.56539
11.8602,0.37484,1.43277,9.56928
11.8702,0.379479,1.42454,9.57795
11.8803,0.268748,1.35406,9.59202
11.8903,0.130783,1.23091,9.50374
11.9004,0.0692819,1.11554,9.55955
11.9104,0.00957676,1.10986,9.9305
11.9204,-0.0591066,1.19246,10.0522
11.9305,-0.100257,1.18692,9.81004
11.9405,-0.143651,1.06287,9.54099
11.9506,-0.161757,0.98057,9.45241
11.9606,-0.136918,1.02726,9.53172
11.9706,-0.00329201,1.10701,9.75931
11.9807,0.0963661,1.20233,9.83503
11.9907,0.0784097,1.22972,9.76545
12.0008,0.00823003,1.21311,9.70305
12.0108,-0.0348654,1.19889,9.65382
12.0208,-0.0582087,1.21071,9.63586
12.0309,-0.0426465,1.27685,9.62225
12.0409,0.0513254,1.3379,9.56688
12.051,0.139312,1.38773,9.55701
12.061,0.164152,1.46629,9.55536
12.071,0.100406,1.48455,9.47486
12.0811,0.146046,1.44415,9.67537
12.0911,0.162206,1.5266,9.79553
12.1011,0.1854,1.56385,9.71397
12.1112,0.145597,1.485,9.743
12.1212,0.117615,1.41931,9.75961
12.1313,0.182557,1.40015,9.59456
12.1413,0.216674,1.37367,9.41814
12.1513,0.226849,1.47497,9.33734
12.1614,0.257974,1.61458,9.3128
12.1714,0.20201,1.71259,9.43341
12.1815,0.0740702,1.73534,9.7671
12.1915,-0.0347157,1.73459,10.1175
12.2015,-0.086939,1.67384,10.1684
12.2116,-0.0534204,1.52719,9.86241
12.2216,-0.00104746,1.47826,9.65247
12.2317,-0.00643438,1.49921,9.62748
12.2417,0.0288799,1.6068,9.68674
12.2517,0.182707,1.68745,9.73462
12.2618,0.257375,1.68431,9.7029
12.2718,0.151133,1.6282,9.65592
12.2819,-0.0629971,1.53228,9.55087
12.2919,-0.311245,1.48619,9.62689
12.3019,-0.45325,1.49667,9.70889
12.312,-0.595555,1.61473,9.80166
12.322,-0.720052,1.80701,9.96103
12.332,-0.553507,1.94498,10.0722
12.3421,-0.297478,1.99391,10.1225
12.3521,-0.199915,2.07471,9.94786
12.3622,-0.0378581,2.05825,9.7638
12.3722,0.204703,2.0183,9.7225
12.3822,0.323814,1.94692,9.71338
12.3923,0.200813,1.86058,9.68689
12.4023,0.0715264,1.74521,9.71173
12.4124,-0.070479,1.45836,9.01622
12.4224,-0.475696,1.03354,8.64811
12.4324,-0.406114,1.29675,9.48398
12.4425,0.0481831,1.65902,9.97719
12.4525,0.436491,1.75823,9.99664
12.4626,0.573408,2.23168,9.8084
12.4726,0.573408,2.23168,9.8084
12.4826,0.652566,2.34975,10.1771
12.4927,0.572211,2.34511,10.2739
12.5027,0.34626,2.20221,9.73792
12.5127,0.275182,1.60141,9.23514
